順位,出力キーワード,検索ボリューム(人),重複ボリューム(人),特徴度,検索時間差(日),男性割合(%),女性割合(%),10代（13歳〜）割合(%),20代割合(%),30代割合(%),40代割合(%),50代割合(%),60代割合(%),70代以上割合(%)
106,diy,58100,40,1.662,-8.217,51,49,2,5,11,19,24,19,20
107,小野大輔,58000,40,1.529,-6.814,31,69,11,19,22,22,16,6,4
108,亜人,57700,40,1.588,16.421,60,40,13,22,21,20,15,6,3
109,花子くん,57700,40,1.528,31.198,27,73,16,10,19,35,12,3,5
110,ピクルス,57600,40,1.571,20.622,40,60,3,10,16,22,22,13,14
111,鼠径部,57200,40,1.662,-14.408,53,47,9,15,17,18,16,12,13
112,カードラッシュ,57200,40,1.585,5.282,84,16,11,24,36,17,6,2,4
113,ギャグマンガ日和,56500,40,1.548,71.508,44,56,7,27,32,18,10,4,2
114,温泉卵,55400,40,1.686,11.78,26,74,2,13,24,26,18,9,8
115,福山潤,55200,40,1.647,-7.964,37,63,12,22,23,20,14,6,3
116,グラフィック,54900,40,1.684,-96.211,47,53,4,11,14,25,23,13,10
117,モンハン ワイルズ,54000,40,1.825,14.048,79,21,3,30,39,18,7,2,1
118,セルポ星人,53800,40,1.71,32.617,56,44,17,19,25,24,10,3,2
119,グラインダー,53500,40,1.571,-5.149,72,28,1,9,13,21,24,18,14
120,種崎敦美,53400,40,1.774,25.292,60,40,9,20,22,21,17,8,3
121,スーサイドスクワッド,52900,40,1.765,-86.311,60,40,6,20,26,22,16,7,3
122,魔法少女にあこがれて,52600,40,1.754,-11.963,75,25,15,25,25,17,11,4,3
123,木村良平,52500,40,1.668,10.045,36,64,14,26,26,19,10,3,2
124,ガールズバンドクライ,51800,40,1.735,-79.272,77,23,5,22,25,21,18,6,3
125,小西克幸,51600,40,1.828,4.118,35,65,9,19,21,22,17,7,5
126,パンツ,51300,40,1.664,-62.768,43,57,7,9,13,21,20,15,15
127,松岡禎丞,50800,40,1.843,28.032,42,58,13,25,25,18,12,4,3
128,アクロバティックサラサラ,49400,40,1.742,-105.026,52,48,7,18,31,25,12,4,3
129,五老星,49000,40,1.67,1.88,82,18,4,20,37,24,10,3,2
