順位,出力キーワード,検索ボリューム(人),重複ボリューム(人),特徴度,検索時間差(日),男性割合(%),女性割合(%),10代（13歳〜）割合(%),20代割合(%),30代割合(%),40代割合(%),50代割合(%),60代割合(%),70代以上割合(%)
349,イヤイヤ期 いつから,55500,30,2.27,-83.629,27,73,1,13,48,16,7,11,4
350,メルシーポット,55400,30,2.108,-56.049,18,82,0,13,55,20,5,5,2
351,ヘルパンギーナ 症状,54500,30,2.398,-94.77,18,82,1,7,37,31,11,9,4
352,認定こども園とは,54100,30,2.137,8.534,28,72,3,10,26,18,15,16,12
353,デンタルフロス,52000,30,2.327,-7.645,40,60,2,13,17,19,20,15,14
354,バースデイ チラシ,50800,30,2.412,-33.697,12,88,0,9,55,21,5,7,3
355,お座り 何ヶ月から,49600,30,2.407,34.321,11,89,0,11,41,14,10,18,6
356,花田ゆういちろう,49600,30,2.267,12.784,21,79,1,8,46,27,7,7,4
357,幼稚園,49600,30,2.213,35.913,33,67,2,6,25,23,13,16,15
358,アンパンマンミュージアム 福岡,49400,30,2.476,61.396,27,73,1,14,45,20,8,9,3
359,小児科,48800,30,2.238,10,26,74,3,9,32,32,10,7,7
360,グッピー,48600,30,2.368,-29.266,43,57,5,15,19,22,17,10,12
361,上履き,48600,30,2.289,90.103,24,76,3,6,26,37,14,7,7
362,つかまり立ち いつから,48100,30,2.295,69.371,19,81,1,15,46,15,7,12,4
363,トミカ博,47800,30,2.405,65.167,44,56,1,7,46,28,7,7,4
364,ペアマノン,46300,30,2.315,50.693,5,95,0,7,54,29,4,4,2
365,ゆういちろうお兄さん,45600,30,2.434,8.782,16,84,1,6,52,32,4,3,2
366,ヒップシート,45100,30,2.436,-105.701,15,85,0,11,55,19,6,7,2
367,ミルポッシェ,43500,30,2.421,-64.307,13,87,0,15,61,16,3,3,2
368,三輪車,42900,30,2.415,0.213,37,63,2,7,24,18,16,21,12
369,ホワイトエッセンス,39900,30,2.54,-9.15,27,73,1,19,22,23,20,10,5
370,粘液嚢胞,39100,30,2.575,39.48,27,73,5,17,22,24,17,9,6
371,ピタゴラス,39100,30,2.442,-98.15,28,72,3,7,35,19,10,15,11
